@relation anomalous-traffic

@attribute ts numeric
@attribute pkts numeric
@attribute cd numeric
@attribute lle numeric
@attribute sampen numeric
@attribute rec numeric
@attribute det numeric
@attribute ent numeric
@attribute trend numeric
@attribute lam numeric
@attribute class {normal, anomaly}

@data

1276657267.08,812,2.15424222009,0.0,0.084525724848,0.00126422250316,1.0,-0.0,0.0,0.0,normal
1276657312.08,865,2.15283412004,0.0,0.0729743421538,0.00118483412322,1.0,-0.0,0.0,0.0,normal
1276657357.08,924,1.99438843621,0.0,0.0559819554104,0.00110741971207,1.0,-0.0,0.0,0.0,normal
1276657402.08,1017,1.67203695492,0.0,0.0324637035218,0.00100401606426,1.0,-0.0,0.0,0.0,normal
1276657447.08,1125,1.86787994075,-0.00120964644785,0.0430947556909,0.000905797101449,1.0,-0.0,0.0,0.0,normal
1276657492.08,1196,1.57689587514,-0.00104097776627,0.033912764657,0.000851063829787,1.0,-0.0,0.0,0.0,normal
1276657537.08,1250,1.81790011411,-0.000819968469302,0.033718503254,0.000813669650122,1.0,-0.0,0.0,0.0,normal
1276657582.08,1302,1.98109702481,0.000697054340625,0.0400055175656,0.000780640124902,1.0,-0.0,0.0,0.0,normal
1276657627.08,1396,1.68914401277,-0.00158251533697,0.0380761522545,0.000727272727273,1.0,-0.0,0.0,0.0,normal
1276657672.08,1439,1.42616829057,-0.00299787632085,0.0459987067817,0.000705218617772,1.0,-0.0,0.0,0.0,normal
1276657717.08,1540,1.35450538698,-0.000239248181367,0.0454241044853,0.000658327847268,1.0,-0.0,0.0,0.0,normal
1276657762.08,1608,1.29820864318,0.000622837029971,0.046110601463,0.000630119722747,1.0,-0.0,0.0,0.0,normal
1276657807.08,1571,1.21203570405,-0.000914295107482,0.0481699885768,0.000645161290323,1.0,-0.0,0.0,0.0,normal
1276657852.08,1592,1.1977393054,0.000227046002178,0.0419123705778,0.000636537237428,1.0,-0.0,0.0,0.0,normal
1276657897.08,1589,1.29674110059,0.000668960887035,0.0423157600235,0.000637755102041,1.0,-0.0,0.0,0.0,normal
1276657942.08,1560,1.27486617965,0.000254621991436,0.0591403677235,0.000649772579597,1.0,-0.0,0.0,0.0,normal
1276657987.08,1548,1.35203776957,-0.000477498036125,0.0675561742927,0.000654878847413,1.0,-0.0,0.0,0.0,normal
1276658032.08,1557,1.31931765387,-0.000338124379173,0.0601381947113,0.000651041666667,1.0,-0.0,0.0,0.0,normal
1276658077.08,1568,1.01264734446,0.00103379254797,0.0368292106559,0.000646412411118,1.0,-0.0,0.0,0.0,normal
1276658122.08,1553,0.807614338615,-0.00153863382211,0.0308736673348,0.00065274151436,1.0,-0.0,0.0,0.0,normal
1276658167.08,1580,0.76002010597,9.64248266476e-05,0.0302348222155,0.000641436818473,1.0,-0.0,0.0,0.0,normal
1276658212.08,1562,0.714676787134,0.000931071105454,0.0322642626352,0.00064892926671,1.0,-0.0,0.0,0.0,normal
1276658257.08,1584,0.878585260403,-8.17797304424e-05,0.0388778830461,0.000639795265515,1.0,-0.0,0.0,0.0,normal
1276658302.08,1624,0.833871577705,-0.00210174560072,0.0362233108641,0.000623830318153,1.0,-0.0,0.0,0.0,normal
1276658347.08,1660,0.838841165402,-0.00052932783362,0.033327922229,0.000610128126907,1.0,-0.0,0.0,0.0,normal
1276658392.08,1703,0.985286882124,0.00063123614368,0.0327200894808,0.000594530321046,1.0,-0.0,0.0,0.0,normal
1276658437.08,1675,0.881082679517,-3.74842770791e-06,0.0343192081092,0.000604594921403,1.0,-0.0,0.0,0.0,normal
1276658482.08,1664,0.897818803761,0.00068267907021,0.035003851356,0.000608642726719,1.0,-0.0,0.0,0.0,normal
1276658527.08,1645,0.845372416295,0.000342507171131,0.0367318615045,0.000615763546798,1.0,-0.0,0.0,0.0,normal
1276658572.08,1626,0.753285553101,-0.000596758866091,0.0342072990431,0.000623052959502,1.0,-0.0,0.0,0.0,normal
1276658617.08,1651,0.8357825252,0.000732853847888,0.038833394141,0.000613496932515,1.0,-0.0,0.0,0.0,normal
1276658662.08,1687,0.892430827721,-0.000834345066389,0.0314367904421,0.000600240096038,1.0,-0.0,0.0,0.0,normal
1276658707.08,1691,0.882629925546,-0.00041755341346,0.0279265063067,0.00059880239521,1.0,-0.0,0.0,0.0,normal
1276658752.08,1718,0.893417857024,0.000253125104726,0.0266695580082,0.000589969682017,0.998822836963,-0.0,-7.1201158149e-10,0.0,normal
1276658797.08,1725,0.81455562453,4.80079273574e-05,0.0242961805891,0.000587543256409,0.998827667057,-0.0,-7.06256574642e-10,0.0,normal
1276658842.08,1727,0.850843281171,-0.00168261845012,0.0296082136862,0.000586853653542,0.998829039813,-0.0,-7.04618719878e-10,0.0,normal
1276658887.08,1728,0.991979402113,-0.000254793057725,0.031533266891,0.000585823081429,1.0,-0.0,0.0,0.0,normal
1276658932.08,1729,1.11608128116,0.0016351242932,0.0315834958673,0.000585480093677,1.0,-0.0,0.0,0.0,normal
1276658977.08,1710,1.27331250457,0.000622912992171,0.03418342014,0.000592066311427,1.0,-0.0,0.0,0.0,normal
1276659022.08,1691,1.47188737794,0.000938514783495,0.0277649407569,0.00059880239521,1.0,-0.0,0.0,0.0,normal
1276659067.08,1689,1.29819928863,0.00016407982904,0.0276788705858,0.000599520383693,1.0,-0.0,0.0,0.0,normal
1276659112.08,1672,1.22849537036,-0.000345621253804,0.0249623832891,0.000605693519079,1.0,-0.0,0.0,0.0,normal
1276659157.08,1660,0.983603317281,0.000296097890854,0.0260787184479,0.000610128126907,1.0,-0.0,0.0,0.0,normal
1276659202.08,1649,1.0124205539,0.000120285161423,0.027976785513,0.000614250614251,1.0,-0.0,0.0,0.0,normal
1276659247.08,1657,1.22753221617,-0.000125920436903,0.0304389385314,0.000611246943765,1.0,-0.0,0.0,0.0,normal
1276659292.08,1685,1.08045465761,-0.000428084285648,0.029118682916,0.000600961538462,1.0,-0.0,0.0,0.0,normal
1276659337.08,1712,1.11727650734,-0.00159163542777,0.025203250338,0.000591366055588,1.0,-0.0,0.0,0.0,normal
1276659382.08,1726,1.29440013391,-0.000382882813418,0.0230571110131,0.000587198252509,0.998828353837,-0.0,-1.06704982847e-09,0.0,normal
1276659427.08,1708,0.989581344265,0.00104631099994,0.0244621393003,0.000593470975966,0.998815867377,-0.0,-1.09978582394e-09,0.0,normal
