Time;Packets;CD;LLE;SampEn;rec;det;ent;trend;lam;label
00:01:07;1552;2.12790974564;-0.000131842064155;0.0377580348837;0.000653167864141;1.0;-0.0;0.0;0.0;normal
00:01:52;1562;2.12426349422;-0.000166760551952;0.0363438023129;0.00064892926671;1.0;-0.0;0.0;0.0;normal
00:02:37;1578;2.19557005321;-0.000325764413114;0.0412453811692;0.000642260757868;1.0;-0.0;0.0;0.0;normal
00:03:22;1600;2.12168170497;-7.53850873082e-05;0.0388801273647;0.000633312222926;1.0;-0.0;0.0;0.0;normal
00:04:07;1610;2.45511221293;-0.000459885573325;0.0317828266458;0.000629326620516;1.0;-0.0;0.0;0.0;normal
00:04:52;1607;2.26896403028;2.32854604341e-06;0.0341666843564;0.00063051702396;1.0;-0.0;0.0;0.0;normal
00:05:37;1606;2.42312517584;0.000442419345455;0.0440484342167;0.000630914826498;1.0;-0.0;0.0;0.0;normal
00:06:22;1598;2.29750273351;0.000180894039868;0.0377271330328;0.000634115409004;1.0;-0.0;0.0;0.0;normal
00:07:07;1592;2.01401697302;-0.000281241868985;0.0308028621191;0.000636537237428;1.0;-0.0;0.0;0.0;normal
00:07:52;1591;1.90961575453;5.80967670688e-05;0.0335491397518;0.000636942675159;1.0;-0.0;0.0;0.0;normal
00:08:37;1600;2.22461761299;0.000142453064443;0.0396988535129;0.000633312222926;1.0;-0.0;0.0;0.0;normal
00:09:22;1603;2.27837346921;-0.000244187828853;0.0397605329537;0.00063211125158;1.0;-0.0;0.0;0.0;normal
00:10:07;1614;2.20343314084;-0.000467365721457;0.037455645909;0.000627746390458;1.0;-0.0;0.0;0.0;normal
00:10:52;1623;2.32150612284;0.00015239742558;0.0396085611851;0.000624219725343;1.0;-0.0;0.0;0.0;normal
00:11:37;1608;2.05679045564;1.5721864681e-05;0.0360690863568;0.000630119722747;1.0;-0.0;0.0;0.0;normal
00:12:22;1608;2.11239950353;0.000509878786612;0.0389785374263;0.000630119722747;1.0;-0.0;0.0;0.0;normal
00:13:07;1605;2.20688431132;-0.00012735817994;0.0436459629464;0.000631313131313;1.0;-0.0;0.0;0.0;normal
00:13:52;1603;2.36849117598;-0.000308232035549;0.0423928930615;0.00063211125158;1.0;-0.0;0.0;0.0;normal
00:14:37;1612;2.470325489;0.00011984903254;0.0411022808872;0.000628535512256;1.0;-0.0;0.0;0.0;normal
00:15:22;1605;2.40770302696;0.000133900207454;0.0369682567783;0.000631313131313;1.0;-0.0;0.0;0.0;normal
00:16:07;1607;2.29899435802;5.70630949026e-05;0.0449131871876;0.00063051702396;1.0;-0.0;0.0;0.0;normal
00:16:52;1611;2.51121089779;-0.000200171865758;0.0390339071441;0.00062893081761;1.0;-0.0;0.0;0.0;normal
00:17:37;1614;2.40651982305;3.85819059071e-05;0.0427010416132;0.000627746390458;1.0;-0.0;0.0;0.0;normal
00:18:22;1637;2.30052590038;-0.000192952414326;0.0460804770623;0.000618811881188;1.0;-0.0;0.0;0.0;normal
00:19:07;1654;2.22029917211;-0.000356709509273;0.0269890932114;0.000612369871402;1.0;-0.0;0.0;0.0;normal
00:19:52;1683;1.7892356194;-0.000731513705476;0.0256852841638;0.000601684717208;1.0;-0.0;0.0;0.0;normal
00:20:37;1704;1.58883293888;-0.00132019525836;0.0220913569368;0.000594177064765;1.0;-0.0;0.0;0.0;normal
00:21:22;1723;1.45290105046;0.000668332097972;0.0240254428099;0.000587544065805;1.0;-0.0;0.0;0.0;normal
00:22:07;1731;1.86276530211;-0.000850284487742;0.0380541228662;0.000584795321637;1.0;-0.0;0.0;0.0;normal
00:22:52;1724;1.94478295506;-0.000582379823565;0.0389204156456;0.000587199060482;1.0;-0.0;0.0;0.0;normal
00:23:37;1711;1.80625411287;0.00134652994634;0.0372268952569;0.000591715976331;1.0;-0.0;0.0;0.0;normal
00:24:22;1693;2.20411363035;0.00112757033894;0.0432636839281;0.000598086124402;1.0;-0.0;0.0;0.0;normal
00:25:07;1673;2.17441530955;0.000102297577527;0.0409502664358;0.000605326876513;1.0;-0.0;0.0;0.0;normal
00:25:52;1663;2.32028843307;7.02904894767e-05;0.0442929261881;0.000609013398295;1.0;-0.0;0.0;0.0;normal
00:26:37;1668;2.40722339995;0.00015917060168;0.0450076026762;0.000607164541591;1.0;-0.0;0.0;0.0;normal
00:27:22;1637;2.19568580812;-9.92598903522e-06;0.0414346093036;0.000618811881188;1.0;-0.0;0.0;0.0;normal
00:28:07;1621;2.39351274654;0.000661076798706;0.0427397077831;0.000625;1.0;-0.0;0.0;0.0;normal
00:28:52;1610;2.34964178831;0.000498616659422;0.0330947040155;0.000629326620516;1.0;-0.0;0.0;0.0;normal
00:29:37;1593;2.39990281445;-0.000269999662439;0.0435220979469;0.000636132315522;1.0;-0.0;0.0;0.0;normal
00:30:22;1609;2.16518641971;-0.000139926728819;0.0393613092721;0.000629722921914;1.0;-0.0;0.0;0.0;normal
00:31:07;1600;2.23595899537;-6.8734759009e-05;0.0406329545913;0.000633312222926;1.0;-0.0;0.0;0.0;normal
00:31:52;1588;2.17380035664;0.000222339064191;0.0382146086631;0.000638162093172;1.0;-0.0;0.0;0.0;normal
00:32:37;1581;2.39382477738;0.000353063799713;0.0490400646605;0.000641025641026;1.0;-0.0;0.0;0.0;normal
00:33:22;1566;1.80732242863;-0.000130339387709;0.0314098443899;0.000647249190939;1.0;-0.0;0.0;0.0;normal
00:34:07;1577;2.07910810802;-9.23529802106e-05;0.0426774090576;0.000642673521851;1.0;-0.0;0.0;0.0;normal
00:34:52;1577;2.09964963745;2.97640709932e-05;0.0458413882164;0.000642673521851;1.0;-0.0;0.0;0.0;normal
00:35:37;1581;1.89298590229;-7.78162942066e-05;0.0314023941467;0.000641025641026;1.0;-0.0;0.0;0.0;normal
00:36:22;1596;2.05005842527;-8.7734869782e-05;0.0319695215423;0.000634920634921;1.0;-0.0;0.0;0.0;normal
00:37:07;1586;2.10792883828;-0.000283956459239;0.0361000109992;0.000638977635783;1.0;-0.0;0.0;0.0;normal
00:37:52;1589;2.25941518861;0.000114513182189;0.0368531278313;0.000637755102041;1.0;-0.0;0.0;0.0;normal
00:38:37;1598;2.14580575073;0.000138552970859;0.0385347258813;0.000634115409004;1.0;-0.0;0.0;0.0;normal
00:39:22;1594;2.08962456096;-0.000371438633553;0.0342868597506;0.000635727908455;1.0;-0.0;0.0;0.0;normal
00:40:07;1605;2.16726270916;-6.81993244686e-05;0.0369465455421;0.000631313131313;1.0;-0.0;0.0;0.0;normal
00:40:52;1616;2.13159128745;0.00013412825473;0.0364756539924;0.000626959247649;1.0;-0.0;0.0;0.0;normal
00:41:37;1608;2.24356882093;-3.94146294512e-05;0.0357280366009;0.000630119722747;1.0;-0.0;0.0;0.0;normal
00:42:22;1606;2.14399063232;8.83614856373e-05;0.0362317275873;0.000630914826498;1.0;-0.0;0.0;0.0;normal
00:43:07;1600;2.15264735574;0.000153865449275;0.036993875847;0.000633312222926;1.0;-0.0;0.0;0.0;normal
00:43:52;1591;2.00259969744;0.000132423312995;0.036184912306;0.000636942675159;1.0;-0.0;0.0;0.0;normal
00:44:37;1594;2.15764038702;2.05073641674e-05;0.0432512561118;0.000635727908455;1.0;-0.0;0.0;0.0;normal
00:45:22;1595;2.30054230168;-0.000218327570635;0.0415681625233;0.000635324015248;1.0;-0.0;0.0;0.0;normal
00:46:07;1593;2.37448435287;-3.31932031941e-05;0.0428141437448;0.000636132315522;1.0;-0.0;0.0;0.0;normal
00:46:52;1594;1.95431701586;0.000297416697429;0.0319779142384;0.000635727908455;1.0;-0.0;0.0;0.0;normal
00:47:37;1589;2.09905599591;-3.97055660692e-05;0.0358010206685;0.000637755102041;1.0;-0.0;0.0;0.0;normal
00:48:22;1590;2.52820880605;-0.000202443385843;0.0409545343562;0.0006373486297;1.0;-0.0;0.0;0.0;normal
00:49:07;1620;1.97520683088;-7.30030028092e-05;0.0197541641946;0.000625390869293;1.0;-0.0;0.0;0.0;normal
00:49:52;1660;1.3064887854;-0.000619928441067;0.0155012568227;0.000610128126907;1.0;-0.0;0.0;0.0;normal
00:50:37;1693;1.36311179597;-0.00242388094134;0.016227192506;0.000598086124402;1.0;-0.0;0.0;0.0;normal
00:51:22;1721;1.42406377488;8.89745106427e-05;0.0169912881336;0.000588235294118;1.0;-0.0;0.0;0.0;normal
00:52:07;1717;1.93619610296;0.000900227438571;0.0301955575234;0.000589622641509;1.0;-0.0;0.0;0.0;normal
00:52:52;1697;1.98004446139;0.00056558682495;0.0387939877015;0.000596658711217;1.0;-0.0;0.0;0.0;normal
00:53:37;1692;2.2607860383;0.000523944650675;0.0410823129735;0.000598444045482;1.0;-0.0;0.0;0.0;normal
00:54:22;1696;2.19544845861;-0.000278479211093;0.0358095724593;0.000597014925373;1.0;-0.0;0.0;0.0;normal
00:55:07;1695;2.3356357216;-0.000931024434029;0.0341555849607;0.000597371565114;1.0;-0.0;0.0;0.0;normal
00:55:52;1694;2.31978714535;0.000343762196632;0.0324457170163;0.000597728631201;1.0;-0.0;0.0;0.0;normal
00:56:37;1670;2.20246149909;0.0009874263626;0.034962566947;0.000606428138266;1.0;-0.0;0.0;0.0;normal
00:57:22;1627;1.7315112459;0.000250661356688;0.0259174129066;0.000622665006227;1.0;-0.0;0.0;0.0;normal
00:58:07;1602;2.0302742017;0.000878798643367;0.0358801977546;0.000632511068944;1.0;-0.0;0.0;0.0;normal
00:58:52;1588;1.98597936682;0.00021381919058;0.0380442690379;0.000638162093172;1.0;-0.0;0.0;0.0;normal
00:59:37;1585;2.39471356733;-0.000462387315076;0.0455625650922;0.000639386189258;1.0;-0.0;0.0;0.0;normal
01:00:22;1597;2.33458842574;-6.44740095822e-05;0.0450066994324;0.000634517766497;1.0;-0.0;0.0;0.0;normal
01:01:07;1620;2.05031743509;0.000151259847522;0.0274555812461;0.000625390869293;1.0;-0.0;0.0;0.0;normal
01:01:52;1631;2.12158363533;-0.000630070011541;0.028813496584;0.000621118012422;1.0;-0.0;0.0;0.0;normal
01:02:37;1632;2.10184546757;-0.000236199750585;0.0297581956537;0.000620732464308;1.0;-0.0;0.0;0.0;normal
01:03:22;1628;2.40096163228;0.000384350975067;0.0394132661301;0.000622277535781;1.0;-0.0;0.0;0.0;normal
01:04:07;1601;2.24127132572;0.000486883156307;0.0464498140488;0.000632911392405;1.0;-0.0;0.0;0.0;normal
01:04:52;1592;2.59436649555;0.00019604623042;0.0489759298473;0.000636537237428;1.0;-0.0;0.0;0.0;normal
01:05:37;1595;2.39526333422;-0.000144306511588;0.0420328979522;0.000635324015248;1.0;-0.0;0.0;0.0;normal
01:06:22;1592;2.37163205536;-0.000527126778534;0.0409018377976;0.000636537237428;1.0;-0.0;0.0;0.0;normal
01:07:07;1598;2.41093063076;0.000474623206207;0.0414677401939;0.000634115409004;1.0;-0.0;0.0;0.0;normal
01:07:52;1590;2.28449903894;-1.02797357722e-05;0.0404015338121;0.0006373486297;1.0;-0.0;0.0;0.0;normal
01:08:37;1585;1.80230074101;-5.96605530797e-05;0.0288457168511;0.000639386189258;1.0;-0.0;0.0;0.0;normal
01:09:22;1592;1.83586650397;-2.53537269391e-05;0.0308034954551;0.000636537237428;1.0;-0.0;0.0;0.0;normal
01:10:07;1604;2.05542396544;-0.000122224733587;0.0382408792972;0.000631711939356;1.0;-0.0;0.0;0.0;normal
01:10:52;1604;2.19688990273;-0.000227187156327;0.0363793245997;0.000631711939356;1.0;-0.0;0.0;0.0;normal
01:11:37;1604;2.42881549023;7.3514920025e-05;0.0387795655618;0.000631711939356;1.0;-0.0;0.0;0.0;normal
01:12:22;1597;2.36294203036;0.000215176510443;0.0387731632768;0.000634517766497;1.0;-0.0;0.0;0.0;normal
01:13:07;1582;2.49795318322;6.90373815743e-05;0.0411898359238;0.000640614990391;1.0;-0.0;0.0;0.0;normal
01:13:52;1583;2.56913208658;9.27855155362e-05;0.0376975910405;0.000640204865557;1.0;-0.0;0.0;0.0;normal
01:14:37;1585;2.72296221339;-3.28107178012e-05;0.0509077757538;0.000639386189258;1.0;-0.0;0.0;0.0;normal
01:15:22;1585;2.7288536905;-0.000114153458336;0.0563994069198;0.000639386189258;1.0;-0.0;0.0;0.0;normal
01:16:07;1599;2.71171384471;8.64506627511e-05;0.0539311030318;0.00063371356147;1.0;-0.0;0.0;0.0;normal
01:16:52;1598;2.13344264813;-0.000167140566009;0.041793620434;0.000634115409004;1.0;-0.0;0.0;0.0;normal
01:17:37;1613;2.38778213943;-0.000143279591895;0.0471535441314;0.000628140703518;1.0;-0.0;0.0;0.0;normal
01:18:22;1635;2.17600831269;-0.000143616783851;0.0414725577761;0.000619578686493;1.0;-0.0;0.0;0.0;normal
01:19:07;1652;2.11473127938;-0.000541358836096;0.0340786230531;0.000613120784795;1.0;-0.0;0.0;0.0;normal
01:19:52;1695;1.57114876928;-0.00044546818544;0.0271532931056;0.000597371565114;1.0;-0.0;0.0;0.0;normal
01:20:37;1711;1.5828598994;-0.0020322024338;0.0284673748669;0.000591715976331;1.0;-0.0;0.0;0.0;normal
01:21:22;1708;1.48447195705;-0.000396339521258;0.0240764336782;0.000592768227623;1.0;-0.0;0.0;0.0;normal
01:22:07;1700;1.78819688242;0.00203082351117;0.0268706585726;0.000595592614652;1.0;-0.0;0.0;0.0;normal
