Time;Packets;CD;LLE;SampEn;rec;det;ent;trend;lam;label
00:01:07;1067;1.53164057061;0.00162022672273;0.0657567209755;0.000956022944551;1.0;-0.0;0.0;0.0;normal
00:01:52;813;1.43609184523;0.0;0.0737978768062;0.00126262626263;1.0;-0.0;0.0;0.0;normal
00:02:37;652;1.32194948208;0.0;0.0435316617699;0.00158478605388;1.0;-0.0;0.0;0.0;normal
00:03:22;621;1.18158148597;0.0;0.0396185992793;0.00166666666667;1.0;-0.0;0.0;0.0;normal
00:04:07;615;1.05352963694;0.0;0.0450576642533;0.0016835016835;1.0;-0.0;0.0;0.0;normal
00:04:52;672;1.09394198484;0.0;0.049209704143;0.00153609831029;1.0;-0.0;0.0;0.0;normal
00:05:37;613;1.33371185677;0.0;0.0536954352404;0.00168918918919;1.0;-0.0;0.0;0.0;normal
00:06:22;539;2.02238484987;0.0;0.155987815127;0.0019305019305;1.0;-0.0;0.0;0.0;normal
00:07:07;455;2.32761336646;0.0;0.0793539526243;0.00230414746544;1.0;-0.0;0.0;0.0;normal
00:07:52;389;2.21659675872;0.0;0.0685313972215;0.00271739130435;1.0;-0.0;0.0;0.0;normal
00:08:37;384;1.38100023781;0.0;0.0838979061886;0.00275482093664;1.0;-0.0;0.0;0.0;normal
00:09:22;408;1.34562272822;0.0;0.114840354478;0.00258397932817;1.0;-0.0;0.0;0.0;normal
00:10:07;335;1.22370776396;0.0;0.0949193084274;0.0031847133758;1.0;-0.0;0.0;0.0;normal
00:10:52;343;1.32612846268;0.0;0.0956880742224;0.00310559006211;1.0;-0.0;0.0;0.0;normal
00:11:37;245;1.18122176744;0.0;0.0921826157946;0.00446428571429;1.0;-0.0;0.0;0.0;normal
00:12:22;210;1.74264847964;0.0;0.112079335649;0.00529100529101;1.0;-0.0;0.0;0.0;normal
00:13:07;225;1.74818316038;0.0;0.108608178895;0.00490196078431;1.0;-0.0;0.0;0.0;normal
00:13:52;282;0.762915578625;0.0;0.0335337381071;0.00383141762452;1.0;-0.0;0.0;0.0;normal
00:14:37;311;0.757462695963;0.0;0.0524434309104;0.00344827586207;1.0;-0.0;0.0;0.0;normal
00:15:22;296;0.701119763825;0.0;0.0438157371821;0.00363636363636;1.0;-0.0;0.0;0.0;normal
00:16:07;286;0.918427954536;0.0;0.0566015579152;0.00377358490566;1.0;-0.0;0.0;0.0;normal
00:16:52;320;1.05417635106;0.0;0.0700325728017;0.00334448160535;1.0;-0.0;0.0;0.0;normal
00:17:37;314;1.15431977517;0.0;0.0927541701122;0.00341296928328;1.0;-0.0;0.0;0.0;normal
00:18:22;428;0.666046427734;0.0;0.0350413557134;0.002457002457;1.0;-0.0;0.0;0.0;normal
00:19:07;567;0.853408875915;0.0;0.0420967157952;0.0018315018315;1.0;-0.0;0.0;0.0;normal
00:19:52;535;0.724985031728;0.0;0.0418260181729;0.00194552529183;1.0;-0.0;0.0;0.0;normal
00:20:37;541;0.735882202475;0.0;0.0441182196566;0.00192307692308;1.0;-0.0;0.0;0.0;normal
00:21:22;539;1.04929514326;0.0;0.0528547958308;0.0019305019305;1.0;-0.0;0.0;0.0;normal
00:22:07;422;1.07070226793;0.0;0.0715305538991;0.00249376558603;1.0;-0.0;0.0;0.0;normal
00:22:52;312;0.997092061421;0.0;0.0683685968805;0.00343642611684;1.0;-0.0;0.0;0.0;normal
00:23:37;459;1.0427119254;0.0;0.0642304730244;0.00228310502283;1.0;-0.0;0.0;0.0;normal
00:24:22;381;1.44433596175;0.0;0.120158624406;0.00277777777778;1.0;-0.0;0.0;0.0;normal
00:25:07;418;1.02427311892;0.0;0.0671497314867;0.00251889168766;1.0;-0.0;0.0;0.0;normal
00:25:52;447;1.13849040957;0.0;0.065792763437;0.00234741784038;1.0;-0.0;0.0;0.0;normal
00:26:37;325;1.27854022041;0.0;0.0810390429668;0.00328947368421;1.0;-0.0;0.0;0.0;normal
00:27:22;278;1.24035822273;0.0;0.0730040572427;0.00389105058366;1.0;-0.0;0.0;0.0;normal
00:28:07;261;2.14290109559;0.0;0.0467437425511;0.00416666666667;1.0;-0.0;0.0;0.0;normal
00:28:52;219;1.77473087105;0.0;0.0621763048963;0.00505050505051;1.0;-0.0;0.0;0.0;normal
00:29:37;176;2.46553211867;0.0;0.0250008065516;0.00645161290323;1.0;-0.0;0.0;0.0;normal
00:30:22;153;2.43066754581;0.0;0.0640059488266;0.00757575757576;1.0;-0.0;0.0;0.0;normal
00:31:07;440;0.580902502804;0.0;0.0396813025786;0.00238663484487;1.0;-0.0;0.0;0.0;normal
00:31:52;657;0.623777178118;0.0;0.0432651666148;0.00157232704403;1.0;-0.0;0.0;0.0;normal
00:32:37;638;0.645154283355;0.0;0.0424146739655;0.00162074554295;1.0;-0.0;0.0;0.0;normal
00:33:22;692;0.750513695056;0.0;0.0425675507929;0.00149031296572;1.0;-0.0;0.0;0.0;normal
00:34:07;404;0.886215297173;0.0;0.0574671277572;0.00261096605744;1.0;-0.0;0.0;0.0;normal
00:34:52;231;3.29886537752;0.0;0.0694103820967;0.0047619047619;1.0;-0.0;0.0;0.0;normal
00:35:37;298;1.2834904218;0.0;0.184228820832;0.00361010830325;1.0;-0.0;0.0;0.0;normal
00:36:22;247;1.01792880286;0.0;0.204301321447;0.00442477876106;1.0;-0.0;0.0;0.0;normal
00:37:07;278;0.970711481734;0.0;0.0861242276875;0.00389105058366;1.0;-0.0;0.0;0.0;normal
