@relation anomalous-traffic

@attribute ts numeric
@attribute pkts numeric
@attribute cd numeric
@attribute lle numeric
@attribute sampen numeric
@attribute rec numeric
@attribute det numeric
@attribute ent numeric
@attribute trend numeric
@attribute lam numeric
@attribute class {normal, anomaly}

@data

1276225266.46,440,2.08942302827,0.0,0.0289987447469,0.00238663484487,1.0,-0.0,0.0,0.0,normal
1276225311.46,324,2.46511191119,0.0,0.0404780974508,0.003300330033,1.0,-0.0,0.0,0.0,normal
1276225356.46,356,1.41282693008,0.0,0.0346424898229,0.00298507462687,1.0,-0.0,0.0,0.0,normal
1276225401.46,317,2.42632071846,0.0,0.0334507095121,0.00337837837838,1.0,-0.0,0.0,0.0,normal
1276225446.46,308,3.66998502646,0.0,0.0722603655218,0.00348432055749,1.0,-0.0,0.0,0.0,normal
1276225491.46,339,1.71713863221,0.0,0.021607318845,0.00314465408805,1.0,-0.0,0.0,0.0,normal
1276225536.46,261,3.72496670407,0.0,0.0961149935519,0.00416666666667,1.0,-0.0,0.0,0.0,normal
1276225581.46,377,0.991968842508,0.0,0.0937666504753,0.00280898876404,1.0,-0.0,0.0,0.0,normal
1276225626.46,501,0.960311880767,0.0,0.0550115601216,0.00208333333333,1.0,-0.0,0.0,0.0,normal
1276225671.46,617,0.947965098408,0.0,0.0424315666154,0.00167785234899,1.0,-0.0,0.0,0.0,normal
1276225716.46,755,1.03759215531,0.0,0.0431703680404,0.00136239782016,1.0,-0.0,0.0,0.0,normal
1276225761.46,715,1.02244920266,0.0,0.0399936380804,0.0014409221902,1.0,-0.0,0.0,0.0,normal
1276225806.46,645,1.10730750069,0.0,0.0518660620144,0.00160256410256,1.0,-0.0,0.0,0.0,normal
1276225851.46,533,1.37633666804,0.0,0.0852660300011,0.001953125,1.0,-0.0,0.0,0.0,normal
1276225896.46,425,2.35681563389,0.0,0.0500956959394,0.00247524752475,1.0,-0.0,0.0,0.0,normal
1276225941.46,356,2.17771413282,0.0,0.0602807523742,0.00298507462687,1.0,-0.0,0.0,0.0,normal
1276225986.46,337,1.74246889638,0.0,0.0427601775756,0.00316455696203,1.0,-0.0,0.0,0.0,normal
1276226031.46,424,1.00698850729,0.0,0.0414297837457,0.00248138957816,1.0,-0.0,0.0,0.0,normal
1276226076.46,462,0.730080512921,0.0,0.0405752375906,0.00226757369615,1.0,-0.0,0.0,0.0,normal
1276226121.46,570,0.842204406896,0.0,0.0368978411526,0.00182149362477,1.0,-0.0,0.0,0.0,normal
1276226166.46,578,0.953229501114,0.0,0.0446455825843,0.00179533213645,1.0,-0.0,0.0,0.0,normal
1276226211.46,587,1.32081894435,0.0,0.0620437895105,0.0017667844523,1.0,-0.0,0.0,0.0,normal
1276226256.46,525,1.26413069941,0.0,0.0620042540151,0.00198412698413,1.0,-0.0,0.0,0.0,normal
1276226301.46,411,1.11258312858,0.0,0.0802344784252,0.0025641025641,1.0,-0.0,0.0,0.0,normal
1276226346.46,382,1.68906791916,0.0,0.100770091639,0.00277008310249,1.0,-0.0,0.0,0.0,normal
1276226391.46,312,1.48014809381,0.0,0.16123235722,0.00343642611684,1.0,-0.0,0.0,0.0,normal
1276226436.46,374,1.00597659551,0.0,0.0579359872433,0.0028328611898,1.0,-0.0,0.0,0.0,normal
1276226481.46,359,0.957746266995,0.0,0.0780814743109,0.00295857988166,1.0,-0.0,0.0,0.0,normal
1276226526.46,451,1.12343934711,0.0,0.071152284342,0.00232558139535,1.0,-0.0,0.0,0.0,normal
1276226571.46,515,1.38958212557,0.0,0.0430610123811,0.00206526905866,0.996031746032,0.636514168295,-2.50568146684e-07,0.0257936507937,normal
1276226616.46,824,0.218239874149,0.0,0.0031933510279,0.198736369995,0.999422538179,4.48011748969,-0.000539580582186,0.890828501643,normal
1276226661.46,1231,0.114536330476,-0.00724673471768,0.00165808449213,0.40242333174,0.999646971765,4.73946087088,-0.000600904668678,0.916704006192,normal
1276226706.46,1516,0.050552738197,-0.00400885828741,0.00106100250262,0.537273184864,0.999558634565,4.65444958268,-0.000413101574504,0.894356268513,normal
1276226751.46,1446,0.0333729350641,0.000448159404135,0.00229428688271,0.574473868883,0.999681108508,4.66679731705,-0.000385454136873,0.895601611945,normal
1276226796.46,1127,0.0756699554328,0.00666507465935,0.00439702527817,0.430628267971,0.999749411497,4.59704989012,-0.000568276309076,0.895910851242,normal
1276226841.46,921,0.229867592738,0.0,0.0147613302846,0.149192592593,0.999536600301,3.9553404782,-0.000239743971745,0.871994108204,normal
1276226886.46,617,0.719660685303,0.0,0.0594545371264,0.00765168235665,0.997056659308,3.03746912568,-1.86712847323e-05,0.790286975717,normal
1276226931.46,648,0.763269983459,0.0,0.0563874244082,0.00699261565542,0.997089850855,3.03746912568,-1.68474298193e-05,0.781375045471,normal
