Time;Packets;ED;CD;LLE;SampEn;rec;det;ent;trend;lam;label
00:02:24;1018;22;1.86298525263;0.0;0.034491938756;0.00100300902708;1.0;-0.0;0.0;0.0;normal
00:03:09;1127;22;1.86312727012;-0.00118609286463;0.0434026557731;0.000904159132007;1.0;-0.0;0.0;0.0;normal
00:03:54;1196;22;1.57131459321;-0.0010276911455;0.0332137973395;0.000851063829787;1.0;-0.0;0.0;0.0;normal
00:04:39;1252;22;1.81729095876;-0.00081600589963;0.0329575107498;0.000812347684809;1.0;-0.0;0.0;0.0;normal
00:05:24;1303;22;1.98346045277;0.000681312986128;0.0400636237741;0.000780031201248;1.0;-0.0;0.0;0.0;normal
00:06:09;1396;22;1.49358267625;-0.00158823396631;0.0366415558551;0.000727272727273;1.0;-0.0;0.0;0.0;normal
00:06:54;1442;22;1.32257593839;-0.0029687414008;0.041674752715;0.000703729767769;1.0;-0.0;0.0;0.0;normal
00:07:39;1540;22;1.24675396279;-0.000220296358018;0.0414353510718;0.000658327847268;1.0;-0.0;0.0;0.0;normal
00:08:24;1610;22;1.18670969771;0.000695595667264;0.0423396538251;0.000629326620516;1.0;-0.0;0.0;0.0;normal
00:09:09;1574;22;1.2556866596;-0.00102791499337;0.0505022603102;0.00064391500322;1.0;-0.0;0.0;0.0;normal
00:09:54;1592;22;1.19815419456;0.000189167750648;0.0418853935232;0.000636537237428;1.0;-0.0;0.0;0.0;normal
00:10:39;1588;22;1.29554024856;0.000682238614759;0.0424692116536;0.000638162093172;1.0;-0.0;0.0;0.0;normal
00:11:24;1561;22;1.27339207492;0.000170603872958;0.0590422494237;0.000649350649351;1.0;-0.0;0.0;0.0;normal
00:12:09;1550;22;1.35322935351;-0.000464132391571;0.0675072880388;0.000654022236756;1.0;-0.0;0.0;0.0;normal
00:12:54;1559;22;1.32690894215;-0.000442018733513;0.0590682434499;0.000650195058518;1.0;-0.0;0.0;0.0;normal
00:13:39;1570;22;1.01262848771;0.00112866659676;0.0362584043834;0.000645577792124;1.0;-0.0;0.0;0.0;normal
00:14:24;1555;22;0.852846661129;-0.00140718689206;0.0341573013208;0.000651890482399;1.0;-0.0;0.0;0.0;normal
00:15:09;1581;22;0.798435333524;0.000115808858558;0.031609890031;0.000641025641026;1.0;-0.0;0.0;0.0;normal
00:15:54;1563;22;0.72925297446;0.00104985493754;0.0333381609908;0.00064850843061;1.0;-0.0;0.0;0.0;normal
00:16:39;1584;22;0.897211469051;1.18883794089e-05;0.0388456743962;0.000639795265515;1.0;-0.0;0.0;0.0;normal
00:17:24;1624;22;0.828930418582;-0.00213742053849;0.0357738619203;0.000623830318153;1.0;-0.0;0.0;0.0;normal
00:18:09;1660;22;0.797289246264;-0.000491197605073;0.0338664617632;0.000610128126907;1.0;-0.0;0.0;0.0;normal
